num_features,num_subset_solvers,subset_size,subset_solver_depth,rounded,train_diff_pc,train_diff_ps,train_res_pc,train_res_cc,train_res_sc,train_epsilon,valid_diff_pc,valid_diff_ps,valid_res_pc,valid_res_cc,valid_res_sc,valid_epsilon,model_size_mb
64,2,5,4,False,0.0014190000000000001,0.0026412,0.0112453,1.8300000000000004e-05,0.0466878,0.004048999999999999,0.0014747,0.0026678,0.011875799999999999,1.81e-05,0.0474436,0.004104999999999999,0.07
64,2,6,1,False,0.0018941,0.0021587000000000004,0.0130716,1.81e-05,0.046700200000000004,0.004048999999999999,0.0019726,0.0021841,0.013742899999999999,1.8e-05,0.047470899999999996,0.004104999999999999,0.05
64,2,6,2,False,0.0015283999999999999,0.0025250000000000003,0.0115257,1.8200000000000002e-05,0.0466969,0.004049099999999998,0.0015902,0.0026019,0.0121835,1.8e-05,0.047454199999999995,0.004104999999999999,0.06
64,2,6,3,False,0.0014567999999999998,0.0026043,0.011591,1.81e-05,0.046697300000000004,0.004048999999999999,0.0015092999999999999,0.0026605,0.012354599999999999,1.8e-05,0.047462000000000004,0.004104999999999999,0.07
64,2,6,4,False,0.0014137,0.0026517,0.011385,1.8e-05,0.046702299999999995,0.004048999999999999,0.0014696999999999998,0.0027038999999999995,0.0119931,1.8e-05,0.0474309,0.004104999999999999,0.08
64,3,2,1,False,0.0015159000000000001,0.0025104,0.0117142,1.8300000000000004e-05,0.0467012,0.004048999999999999,0.0016143000000000002,0.0022869,0.0124616,1.81e-05,0.047421000000000005,0.004104999999999999,0.03
64,3,2,2,False,0.0015083000000000002,0.0025323000000000003,0.011625200000000002,1.8200000000000002e-05,0.0466999,0.004049099999999998,0.0016170999999999998,0.0023098,0.012479099999999998,1.8e-05,0.0474558,0.004104999999999999,0.04
64,3,2,3,False,0.0014506,0.0026030999999999997,0.0113782,1.8e-05,0.046704300000000004,0.004048999999999999,0.0015469,0.0023163,0.012132700000000001,1.81e-05,0.047417499999999994,0.004104999999999999,0.05
64,3,2,4,False,0.0014014000000000001,0.002658,0.0112989,1.8200000000000002e-05,0.046702,0.004048999999999999,0.0015145,0.0023913999999999997,0.012123199999999999,1.81e-05,0.0474666,0.004104999999999999,0.07
64,3,3,1,False,0.0015443,0.0024934,0.0117471,1.8200000000000002e-05,0.0466995,0.004048999999999999,0.0017745,0.0023486,0.012662099999999999,1.8e-05,0.04742059999999999,0.004104999999999999,0.04
64,3,3,2,False,0.0014976,0.0025551000000000003,0.0113849,1.81e-05,0.046699500000000005,0.004049099999999998,0.0016137999999999999,0.0023597,0.012212800000000001,1.81e-05,0.0474266,0.004104999999999999,0.05
64,3,3,3,False,0.0013909,0.0026712000000000003,0.0109546,1.8e-05,0.04669859999999999,0.004048999999999999,0.0015385000000000002,0.0023888000000000004,0.011762600000000002,1.8e-05,0.0474215,0.004104999999999999,0.07
64,3,3,4,False,0.0013704,0.002695,0.0108606,1.81e-05,0.046703100000000004,0.004048999999999999,0.0015018,0.0024040999999999997,0.0118306,1.81e-05,0.0474433,0.004104999999999999,0.08
64,3,4,1,False,0.0016866,0.0023605,0.0122715,1.8e-05,0.04671279999999999,0.004048999999999999,0.0018428,0.002252,0.0131772,1.8200000000000002e-05,0.047443,0.004104999999999999,0.05
64,3,4,2,False,0.0014409000000000002,0.0026138999999999997,0.011454,1.8e-05,0.046700000000000005,0.004048999999999999,0.001564,0.0025638,0.0124127,1.8e-05,0.04742420000000001,0.004104999999999999,0.07
64,3,4,3,False,0.0013863,0.0026761,0.011014,1.8200000000000002e-05,0.0467042,0.004048999999999999,0.0015071000000000001,0.0025484,0.0119374,1.8e-05,0.0474488,0.004104999999999999,0.08
64,3,4,4,False,0.0014792000000000002,0.0025878999999999997,0.0115664,1.81e-05,0.0466999,0.004048999999999999,0.0016077,0.0024039,0.0124843,1.81e-05,0.0474322,0.004104999999999999,0.09
64,3,5,1,False,0.0017842999999999997,0.0022692,0.012748299999999999,1.81e-05,0.0466998,0.004048999999999999,0.0021181999999999998,0.0024062,0.0135763,1.8200000000000002e-05,0.0474439,0.004104999999999999,0.07
64,3,5,2,False,0.0017389999999999999,0.0023269,0.012202800000000001,1.81e-05,0.0467003,0.004048999999999999,0.0020204,0.0024117,0.0131489,1.8e-05,0.047429,0.004104999999999999,0.08
64,3,5,3,False,0.0013434999999999999,0.0027235999999999996,0.0107621,1.8e-05,0.0467011,0.004048999999999999,0.0014405,0.0026143,0.0116168,1.8200000000000002e-05,0.0474592,0.004104999999999999,0.09
64,3,5,4,False,0.0013407,0.0027307,0.010727500000000001,1.8e-05,0.0467036,0.004049099999999998,0.0014697999999999998,0.0026349,0.011642,1.81e-05,0.047463000000000005,0.004104999999999999,0.1
64,3,6,1,False,0.0016194999999999998,0.0024376999999999997,0.011997,1.8300000000000004e-05,0.0467105,0.004048999999999999,0.0017828,0.0025304,0.0129417,1.8e-05,0.0474746,0.004104999999999999,0.08
64,3,6,2,False,0.0013947,0.0026695,0.011137900000000001,1.81e-05,0.046703800000000004,0.004048999999999999,0.0014874,0.0026607,0.0119341,1.81e-05,0.047448699999999996,0.004104999999999999,0.09
64,3,6,3,False,0.0014627,0.0026076000000000003,0.011283499999999998,1.8e-05,0.046701999999999994,0.004048999999999999,0.0015572,0.0025962,0.012026,1.81e-05,0.047452400000000006,0.004104999999999999,0.1
64,3,6,4,False,0.0013343,0.0027413999999999993,0.010483499999999998,1.81e-05,0.0467012,0.004048999999999999,0.001452,0.0027368,0.011385099999999999,1.81e-05,0.047442899999999996,0.004104999999999999,0.12
96,1,2,1,False,0.0019538,0.0020813000000000003,0.013506900000000002,1.8e-05,0.046691399999999994,0.004048999999999999,0.0020007,0.0021081999999999997,0.0140733,1.81e-05,0.0474501,0.004104999999999999,0.03
96,1,2,2,False,0.0021019999999999997,0.0019429999999999998,0.0140755,1.8e-05,0.0467011,0.004049099999999998,0.002157,0.0019642,0.014649700000000002,1.8e-05,0.047425199999999994,0.004104999999999999,0.04
96,1,2,3,False,0.0019667,0.0020858999999999995,0.013894899999999998,1.8e-05,0.046699,0.0040491999999999985,0.0020047,0.0021227,0.014421,1.8e-05,0.0474847,0.004104999999999999,0.05
96,1,2,4,False,0.0017489,0.0023199,0.012854399999999998,1.8e-05,0.046698,0.004048999999999999,0.0017915000000000001,0.0023723,0.013379199999999999,1.81e-05,0.04743780000000001,0.004104999999999999,0.06
96,1,3,1,False,0.0018994999999999997,0.0021479,0.0131357,1.8200000000000002e-05,0.0467092,0.004048999999999999,0.0019567,0.0021992,0.013709599999999999,1.8e-05,0.047457200000000005,0.004104999999999999,0.04
