loss,res_pc,diff_pc,diff_ps,res_cc,res_sc,epsilon,lr,epoch
0.001235,0.010903,0.001235,0.002825,0.000000,0.046697,0.004050,0.000095,66
0.001232,0.010860,0.001232,0.002828,0.000000,0.046669,0.004049,0.000095,67
0.001231,0.010880,0.001231,0.002830,0.000000,0.046699,0.004049,0.000095,68
0.001227,0.010869,0.001227,0.002831,0.000000,0.046686,0.004049,0.000095,69
0.001225,0.010877,0.001225,0.002834,0.000000,0.046688,0.004049,0.000095,70
0.001220,0.010825,0.001220,0.002840,0.000000,0.046693,0.004049,0.000090,71
0.001219,0.010860,0.001219,0.002838,0.000000,0.046682,0.004049,0.000090,72
0.001217,0.010814,0.001217,0.002842,0.000000,0.046717,0.004050,0.000090,73
0.001214,0.010831,0.001214,0.002845,0.000000,0.046727,0.004049,0.000090,74
0.001211,0.010807,0.001211,0.002847,0.000000,0.046677,0.004049,0.000090,75
0.001212,0.010811,0.001212,0.002847,0.000000,0.046709,0.004049,0.000090,76
0.001211,0.010791,0.001211,0.002848,0.000000,0.046693,0.004049,0.000090,77
0.001206,0.010797,0.001206,0.002852,0.000000,0.046714,0.004049,0.000090,78
0.001206,0.010802,0.001206,0.002852,0.000000,0.046723,0.004049,0.000090,79
0.001205,0.010794,0.001205,0.002853,0.000000,0.046700,0.004049,0.000090,80
0.001205,0.010811,0.001205,0.002854,0.000000,0.046709,0.004049,0.000090,81
0.001201,0.010762,0.001201,0.002857,0.000000,0.046711,0.004049,0.000090,82
0.001198,0.010746,0.001198,0.002861,0.000000,0.046693,0.004049,0.000090,83
0.001196,0.010752,0.001196,0.002862,0.000000,0.046706,0.004049,0.000090,84
0.001196,0.010737,0.001196,0.002862,0.000000,0.046687,0.004049,0.000090,85
0.001195,0.010749,0.001195,0.002863,0.000000,0.046687,0.004049,0.000090,86
0.001193,0.010735,0.001193,0.002865,0.000000,0.046706,0.004049,0.000090,87
0.001191,0.010712,0.001191,0.002868,0.000000,0.046686,0.004049,0.000090,88
0.001194,0.010731,0.001194,0.002865,0.000000,0.046712,0.004049,0.000090,89
0.001190,0.010723,0.001190,0.002868,0.000000,0.046685,0.004049,0.000090,90
0.001184,0.010680,0.001184,0.002872,0.000000,0.046686,0.004049,0.000086,91
0.001185,0.010678,0.001185,0.002874,0.000000,0.046699,0.004049,0.000086,92
0.001182,0.010677,0.001182,0.002875,0.000000,0.046721,0.004049,0.000086,93
0.001180,0.010688,0.001180,0.002878,0.000000,0.046711,0.004049,0.000086,94
0.001179,0.010656,0.001179,0.002878,0.000000,0.046672,0.004049,0.000086,95
0.001181,0.010658,0.001181,0.002876,0.000000,0.046698,0.004049,0.000086,96
0.001179,0.010643,0.001179,0.002878,0.000000,0.046702,0.004050,0.000086,97
0.001175,0.010650,0.001175,0.002883,0.000000,0.046691,0.004049,0.000086,98
0.001176,0.010648,0.001176,0.002883,0.000000,0.046665,0.004049,0.000086,99
0.001174,0.010650,0.001174,0.002884,0.000000,0.046692,0.004049,0.000086,100
0.001173,0.010637,0.001173,0.002884,0.000000,0.046722,0.004049,0.000086,101
0.001170,0.010623,0.001170,0.002888,0.000000,0.046728,0.004049,0.000086,102
0.001170,0.010612,0.001170,0.002887,0.000000,0.046692,0.004049,0.000086,103
0.001170,0.010630,0.001170,0.002889,0.000000,0.046704,0.004049,0.000086,104
0.001169,0.010651,0.001169,0.002889,0.000000,0.046742,0.004050,0.000086,105
0.001167,0.010619,0.001167,0.002891,0.000000,0.046686,0.004049,0.000086,106
0.001166,0.010583,0.001166,0.002891,0.000000,0.046672,0.004049,0.000086,107
0.001165,0.010611,0.001165,0.002893,0.000000,0.046696,0.004049,0.000086,108
0.001162,0.010580,0.001162,0.002895,0.000000,0.046687,0.004049,0.000086,109
0.001165,0.010611,0.001165,0.002892,0.000000,0.046683,0.004049,0.000086,110
0.001157,0.010566,0.001157,0.002899,0.000000,0.046684,0.004049,0.000081,111
0.001159,0.010574,0.001159,0.002898,0.000000,0.046723,0.004049,0.000081,112
0.001154,0.010554,0.001154,0.002901,0.000000,0.046705,0.004049,0.000081,113
0.001155,0.010568,0.001155,0.002901,0.000000,0.046701,0.004049,0.000081,114
0.001156,0.010550,0.001156,0.002900,0.000000,0.046698,0.004049,0.000081,115
0.001155,0.010545,0.001155,0.002902,0.000000,0.046679,0.004049,0.000081,116
0.001154,0.010532,0.001154,0.002903,0.000000,0.046686,0.004049,0.000081,117
0.001154,0.010546,0.001154,0.002903,0.000000,0.046712,0.004049,0.000081,118
0.001151,0.010535,0.001151,0.002906,0.000000,0.046688,0.004049,0.000081,119
0.001148,0.010518,0.001148,0.002908,0.000000,0.046669,0.004049,0.000081,120
0.001149,0.010516,0.001149,0.002907,0.000000,0.046695,0.004049,0.000081,121
0.001146,0.010512,0.001146,0.002910,0.000000,0.046689,0.004049,0.000081,122
0.001149,0.010507,0.001149,0.002910,0.000000,0.046691,0.004049,0.000081,123
0.001147,0.010505,0.001147,0.002909,0.000000,0.046720,0.004049,0.000081,124
0.001145,0.010480,0.001145,0.002911,0.000000,0.046715,0.004049,0.000081,125
0.001145,0.010485,0.001145,0.002912,0.000000,0.046708,0.004049,0.000081,126
0.001142,0.010467,0.001142,0.002914,0.000000,0.046709,0.004049,0.000081,127
0.001142,0.010469,0.001142,0.002915,0.000000,0.046701,0.004049,0.000081,128
0.001143,0.010486,0.001143,0.002913,0.000000,0.046712,0.004049,0.000081,129
0.001142,0.010470,0.001142,0.002915,0.000000,0.046691,0.004049,0.000081,130
0.001138,0.010467,0.001138,0.002917,0.000000,0.046715,0.004049,0.000077,131
0.001136,0.010445,0.001136,0.002919,0.000000,0.046703,0.004049,0.000077,132
0.001135,0.010407,0.001135,0.002922,0.000000,0.046699,0.004049,0.000077,133
0.001136,0.010442,0.001136,0.002920,0.000000,0.046706,0.004049,0.000077,134
0.001134,0.010414,0.001134,0.002922,0.000000,0.046697,0.004049,0.000077,135
0.001134,0.010406,0.001134,0.002921,0.000000,0.046702,0.004049,0.000077,136
0.001133,0.010412,0.001133,0.002923,0.000000,0.046676,0.004049,0.000077,137
0.001132,0.010401,0.001132,0.002923,0.000000,0.046701,0.004049,0.000077,138
0.001131,0.010400,0.001131,0.002926,0.000000,0.046703,0.004049,0.000077,139
0.001129,0.010400,0.001129,0.002928,0.000000,0.046689,0.004049,0.000077,140
0.001130,0.010420,0.001130,0.002926,0.000000,0.046708,0.004049,0.000077,141
0.001129,0.010402,0.001129,0.002926,0.000000,0.046696,0.004049,0.000077,142
0.001128,0.010379,0.001128,0.002927,0.000000,0.046664,0.004049,0.000077,143
0.001129,0.010405,0.001129,0.002927,0.000000,0.046706,0.004049,0.000077,144
0.001126,0.010378,0.001126,0.002930,0.000000,0.046698,0.004049,0.000077,145
0.001126,0.010386,0.001126,0.002931,0.000000,0.046694,0.004049,0.000077,146
0.001124,0.010363,0.001124,0.002931,0.000000,0.046724,0.004049,0.000077,147
0.001123,0.010374,0.001123,0.002932,0.000000,0.046713,0.004049,0.000077,148
0.001124,0.010372,0.001124,0.002932,0.000000,0.046680,0.004049,0.000077,149
0.001125,0.010379,0.001125,0.002931,0.000000,0.046695,0.004049,0.000077,150
0.001120,0.010366,0.001120,0.002935,0.000000,0.046701,0.004049,0.000074,151
0.001119,0.010345,0.001119,0.002935,0.000000,0.046722,0.004049,0.000074,152
0.001118,0.010333,0.001118,0.002937,0.000000,0.046721,0.004049,0.000074,153
0.001117,0.010301,0.001117,0.002940,0.000000,0.046682,0.004049,0.000074,154
0.001118,0.010336,0.001118,0.002937,0.000000,0.046686,0.004049,0.000074,155
0.001117,0.010329,0.001117,0.002938,0.000000,0.046699,0.004049,0.000074,156
0.001115,0.010324,0.001115,0.002941,0.000000,0.046708,0.004049,0.000074,157
0.001114,0.010328,0.001114,0.002940,0.000000,0.046707,0.004049,0.000074,158
0.001114,0.010303,0.001114,0.002942,0.000000,0.046676,0.004049,0.000074,159
0.001112,0.010286,0.001112,0.002943,0.000000,0.046677,0.004049,0.000074,160
0.001114,0.010329,0.001114,0.002942,0.000000,0.046709,0.004049,0.000074,161
0.001112,0.010283,0.001112,0.002944,0.000000,0.046713,0.004049,0.000074,162
0.001112,0.010272,0.001112,0.002943,0.000000,0.046702,0.004049,0.000074,163
0.001112,0.010297,0.001112,0.002942,0.000000,0.046682,0.004049,0.000074,164
0.001109,0.010271,0.001109,0.002946,0.000000,0.046692,0.004049,0.000074,165
0.001109,0.010269,0.001109,0.002947,0.000000,0.046685,0.004049,0.000074,166
0.001110,0.010290,0.001110,0.002946,0.000000,0.046732,0.004049,0.000074,167
0.001106,0.010275,0.001106,0.002949,0.000000,0.046757,0.004049,0.000074,168
0.001106,0.010218,0.001106,0.002949,0.000000,0.046679,0.004049,0.000074,169
0.001107,0.010262,0.001107,0.002949,0.000000,0.046701,0.004049,0.000074,170
0.001103,0.010223,0.001103,0.002951,0.000000,0.046715,0.004049,0.000070,171
0.001105,0.010276,0.001105,0.002950,0.000000,0.046727,0.004049,0.000070,172
0.001101,0.010219,0.001101,0.002953,0.000000,0.046707,0.004049,0.000070,173
0.001102,0.010216,0.001102,0.002952,0.000000,0.046710,0.004049,0.000070,174
0.001101,0.010223,0.001101,0.002954,0.000000,0.046709,0.004049,0.000070,175
0.001099,0.010229,0.001099,0.002955,0.000000,0.046720,0.004049,0.000070,176
0.001101,0.010214,0.001101,0.002955,0.000000,0.046725,0.004049,0.000070,177
0.001099,0.010208,0.001099,0.002954,0.000000,0.046700,0.004049,0.000070,178
0.001099,0.010205,0.001099,0.002955,0.000000,0.046714,0.004049,0.000070,179
0.001098,0.010198,0.001098,0.002958,0.000000,0.046726,0.004049,0.000070,180
0.001097,0.010181,0.001097,0.002956,0.000000,0.046675,0.004049,0.000070,181
0.001098,0.010191,0.001098,0.002958,0.000000,0.046693,0.004049,0.000070,182
0.001098,0.010195,0.001098,0.002957,0.000000,0.046693,0.004049,0.000070,183
0.001094,0.010171,0.001094,0.002960,0.000000,0.046694,0.004049,0.000070,184
0.001097,0.010223,0.001097,0.002959,0.000000,0.046676,0.004049,0.000070,185
0.001095,0.010161,0.001095,0.002960,0.000000,0.046702,0.004049,0.000070,186
0.001094,0.010176,0.001094,0.002960,0.000000,0.046696,0.004049,0.000070,187
0.001094,0.010193,0.001094,0.002962,0.000000,0.046716,0.004049,0.000070,188
0.001094,0.010180,0.001094,0.002960,0.000000,0.046706,0.004049,0.000070,189
0.001090,0.010142,0.001090,0.002964,0.000000,0.046703,0.004049,0.000070,190
0.001090,0.010142,0.001090,0.002964,0.000000,0.046695,0.004049,0.000066,191
0.001088,0.010129,0.001088,0.002967,0.000000,0.046706,0.004049,0.000066,192
0.001087,0.010126,0.001087,0.002967,0.000000,0.046683,0.004049,0.000066,193
0.001088,0.010139,0.001088,0.002967,0.000000,0.046703,0.004049,0.000066,194
0.001088,0.010141,0.001088,0.002966,0.000000,0.046698,0.004049,0.000066,195
0.001086,0.010110,0.001086,0.002967,0.000000,0.046665,0.004049,0.000066,196
0.001085,0.010124,0.001085,0.002969,0.000000,0.046672,0.004049,0.000066,197
0.001085,0.010122,0.001085,0.002970,0.000000,0.046683,0.004049,0.000066,198
0.001085,0.010107,0.001085,0.002970,0.000000,0.046671,0.004049,0.000066,199
0.001085,0.010106,0.001085,0.002969,0.000000,0.046699,0.004049,0.000066,200
