loss,res_pc,diff_pc,diff_ps,res_cc,res_sc,epsilon,lr,epoch
0.001428,0.011580,0.001428,0.002618,0.000000,0.046707,0.004049,0.000100,46
0.001422,0.011537,0.001422,0.002625,0.000000,0.046703,0.004049,0.000100,47
0.001416,0.011518,0.001416,0.002632,0.000000,0.046703,0.004049,0.000100,48
0.001413,0.011526,0.001413,0.002634,0.000000,0.046703,0.004049,0.000100,49
0.001406,0.011485,0.001406,0.002642,0.000000,0.046690,0.004049,0.000100,50
0.001399,0.011477,0.001399,0.002648,0.000000,0.046722,0.004049,0.000095,51
0.001392,0.011459,0.001392,0.002655,0.000000,0.046696,0.004049,0.000095,52
0.001387,0.011402,0.001387,0.002660,0.000000,0.046709,0.004049,0.000095,53
0.001381,0.011418,0.001381,0.002666,0.000000,0.046713,0.004050,0.000095,54
0.001378,0.011390,0.001378,0.002670,0.000000,0.046723,0.004049,0.000095,55
0.001374,0.011417,0.001374,0.002674,0.000000,0.046700,0.004049,0.000095,56
0.001369,0.011365,0.001369,0.002679,0.000000,0.046735,0.004049,0.000095,57
0.001366,0.011395,0.001366,0.002682,0.000000,0.046720,0.004049,0.000095,58
0.001361,0.011341,0.001361,0.002686,0.000000,0.046690,0.004049,0.000095,59
0.001359,0.011330,0.001359,0.002690,0.000000,0.046686,0.004049,0.000095,60
0.001355,0.011326,0.001355,0.002693,0.000000,0.046704,0.004049,0.000095,61
0.001352,0.011328,0.001352,0.002695,0.000000,0.046730,0.004049,0.000095,62
0.001347,0.011326,0.001347,0.002702,0.000000,0.046682,0.004049,0.000095,63
0.001344,0.011304,0.001344,0.002704,0.000000,0.046699,0.004050,0.000095,64
0.001342,0.011307,0.001342,0.002706,0.000000,0.046694,0.004049,0.000095,65
0.001339,0.011290,0.001339,0.002710,0.000000,0.046723,0.004049,0.000095,66
0.001334,0.011260,0.001334,0.002715,0.000000,0.046718,0.004049,0.000095,67
0.001332,0.011279,0.001332,0.002716,0.000000,0.046688,0.004049,0.000095,68
0.001329,0.011219,0.001329,0.002720,0.000000,0.046685,0.004049,0.000095,69
0.001326,0.011244,0.001326,0.002722,0.000000,0.046692,0.004049,0.000095,70
0.001321,0.011208,0.001321,0.002728,0.000000,0.046698,0.004049,0.000090,71
0.001317,0.011204,0.001317,0.002731,0.000000,0.046706,0.004049,0.000090,72
0.001316,0.011190,0.001316,0.002733,0.000000,0.046698,0.004049,0.000090,73
0.001313,0.011190,0.001313,0.002736,0.000000,0.046698,0.004049,0.000090,74
0.001310,0.011181,0.001310,0.002738,0.000000,0.046714,0.004049,0.000090,75
0.001309,0.011156,0.001309,0.002739,0.000000,0.046727,0.004049,0.000090,76
0.001307,0.011158,0.001307,0.002742,0.000000,0.046699,0.004049,0.000090,77
0.001302,0.011130,0.001302,0.002747,0.000000,0.046707,0.004049,0.000090,78
0.001303,0.011155,0.001303,0.002746,0.000000,0.046703,0.004049,0.000090,79
0.001297,0.011142,0.001297,0.002751,0.000000,0.046707,0.004049,0.000090,80
0.001298,0.011143,0.001298,0.002750,0.000000,0.046696,0.004049,0.000090,81
0.001293,0.011119,0.001293,0.002756,0.000000,0.046735,0.004050,0.000090,82
0.001293,0.011099,0.001293,0.002756,0.000000,0.046688,0.004049,0.000090,83
0.001291,0.011088,0.001291,0.002758,0.000000,0.046704,0.004049,0.000090,84
0.001286,0.011057,0.001286,0.002762,0.000000,0.046698,0.004049,0.000090,85
0.001286,0.011058,0.001286,0.002763,0.000000,0.046704,0.004049,0.000090,86
0.001284,0.011083,0.001284,0.002765,0.000000,0.046708,0.004049,0.000090,87
0.001282,0.011067,0.001282,0.002767,0.000000,0.046714,0.004050,0.000090,88
0.001281,0.011045,0.001281,0.002768,0.000000,0.046706,0.004049,0.000090,89
0.001280,0.011041,0.001280,0.002769,0.000000,0.046696,0.004049,0.000090,90
0.001274,0.011034,0.001274,0.002774,0.000000,0.046716,0.004049,0.000086,91
0.001272,0.011004,0.001272,0.002776,0.000000,0.046717,0.004049,0.000086,92
0.001271,0.010996,0.001271,0.002779,0.000000,0.046708,0.004049,0.000086,93
0.001266,0.010982,0.001266,0.002782,0.000000,0.046694,0.004049,0.000086,94
0.001264,0.010996,0.001264,0.002784,0.000000,0.046706,0.004049,0.000086,95
0.001263,0.010987,0.001263,0.002786,0.000000,0.046719,0.004049,0.000086,96
0.001265,0.010988,0.001265,0.002784,0.000000,0.046712,0.004049,0.000086,97
0.001260,0.010952,0.001260,0.002788,0.000000,0.046709,0.004049,0.000086,98
0.001260,0.010932,0.001260,0.002788,0.000000,0.046704,0.004049,0.000086,99
0.001257,0.010930,0.001257,0.002791,0.000000,0.046677,0.004049,0.000086,100
0.001259,0.010966,0.001259,0.002789,0.000000,0.046698,0.004050,0.000086,101
0.001256,0.010950,0.001256,0.002792,0.000000,0.046718,0.004049,0.000086,102
0.001254,0.010931,0.001254,0.002794,0.000000,0.046699,0.004049,0.000086,103
0.001254,0.010933,0.001254,0.002794,0.000000,0.046704,0.004049,0.000086,104
0.001251,0.010909,0.001251,0.002798,0.000000,0.046701,0.004049,0.000086,105
0.001251,0.010881,0.001251,0.002797,0.000000,0.046688,0.004049,0.000086,106
0.001250,0.010931,0.001250,0.002799,0.000000,0.046717,0.004049,0.000086,107
0.001247,0.010893,0.001247,0.002801,0.000000,0.046696,0.004049,0.000086,108
0.001246,0.010889,0.001246,0.002803,0.000000,0.046681,0.004049,0.000086,109
0.001244,0.010880,0.001244,0.002804,0.000000,0.046709,0.004049,0.000086,110
0.001240,0.010842,0.001240,0.002809,0.000000,0.046695,0.004049,0.000081,111
0.001239,0.010847,0.001239,0.002808,0.000000,0.046736,0.004049,0.000081,112
0.001237,0.010825,0.001237,0.002811,0.000000,0.046698,0.004049,0.000081,113
0.001235,0.010836,0.001235,0.002813,0.000000,0.046704,0.004049,0.000081,114
0.001235,0.010821,0.001235,0.002814,0.000000,0.046722,0.004049,0.000081,115
0.001232,0.010813,0.001232,0.002815,0.000000,0.046707,0.004049,0.000081,116
0.001234,0.010813,0.001234,0.002814,0.000000,0.046730,0.004049,0.000081,117
0.001230,0.010798,0.001230,0.002818,0.000000,0.046710,0.004049,0.000081,118
0.001230,0.010786,0.001230,0.002818,0.000000,0.046677,0.004049,0.000081,119
0.001228,0.010794,0.001228,0.002820,0.000000,0.046712,0.004049,0.000081,120
0.001226,0.010779,0.001226,0.002821,0.000000,0.046687,0.004049,0.000081,121
0.001224,0.010747,0.001224,0.002824,0.000000,0.046709,0.004049,0.000081,122
0.001225,0.010755,0.001225,0.002823,0.000000,0.046697,0.004049,0.000081,123
0.001223,0.010754,0.001223,0.002826,0.000000,0.046691,0.004049,0.000081,124
0.001222,0.010749,0.001222,0.002825,0.000000,0.046711,0.004049,0.000081,125
0.001221,0.010750,0.001221,0.002827,0.000000,0.046690,0.004049,0.000081,126
0.001218,0.010708,0.001218,0.002829,0.000000,0.046701,0.004049,0.000081,127
0.001217,0.010739,0.001217,0.002831,0.000000,0.046719,0.004049,0.000081,128
0.001216,0.010713,0.001216,0.002831,0.000000,0.046709,0.004049,0.000081,129
0.001214,0.010693,0.001214,0.002833,0.000000,0.046715,0.004049,0.000081,130
0.001211,0.010696,0.001211,0.002836,0.000000,0.046712,0.004049,0.000077,131
0.001210,0.010653,0.001210,0.002837,0.000000,0.046693,0.004049,0.000077,132
0.001209,0.010628,0.001209,0.002839,0.000000,0.046679,0.004049,0.000077,133
0.001207,0.010648,0.001207,0.002840,0.000000,0.046690,0.004049,0.000077,134
0.001207,0.010621,0.001207,0.002841,0.000000,0.046704,0.004049,0.000077,135
0.001205,0.010639,0.001205,0.002841,0.000000,0.046700,0.004049,0.000077,136
0.001205,0.010620,0.001205,0.002844,0.000000,0.046703,0.004049,0.000077,137
0.001202,0.010611,0.001202,0.002844,0.000000,0.046672,0.004049,0.000077,138
0.001202,0.010601,0.001202,0.002846,0.000000,0.046724,0.004049,0.000077,139
0.001201,0.010577,0.001201,0.002845,0.000000,0.046675,0.004049,0.000077,140
0.001202,0.010624,0.001202,0.002846,0.000000,0.046703,0.004049,0.000077,141
0.001200,0.010599,0.001200,0.002847,0.000000,0.046692,0.004049,0.000077,142
0.001198,0.010572,0.001198,0.002849,0.000000,0.046701,0.004049,0.000077,143
0.001197,0.010591,0.001197,0.002849,0.000000,0.046689,0.004049,0.000077,144
0.001195,0.010539,0.001195,0.002852,0.000000,0.046699,0.004049,0.000077,145
0.001195,0.010545,0.001195,0.002852,0.000000,0.046720,0.004049,0.000077,146
0.001196,0.010552,0.001196,0.002852,0.000000,0.046712,0.004049,0.000077,147
0.001193,0.010549,0.001193,0.002854,0.000000,0.046715,0.004049,0.000077,148
0.001192,0.010526,0.001192,0.002855,0.000000,0.046715,0.004049,0.000077,149
0.001190,0.010497,0.001190,0.002856,0.000000,0.046711,0.004049,0.000077,150
0.001187,0.010491,0.001187,0.002860,0.000000,0.046681,0.004049,0.000074,151
0.001186,0.010466,0.001186,0.002860,0.000000,0.046692,0.004049,0.000074,152
0.001185,0.010443,0.001185,0.002862,0.000000,0.046691,0.004049,0.000074,153
0.001183,0.010449,0.001183,0.002864,0.000000,0.046722,0.004049,0.000074,154
0.001182,0.010444,0.001182,0.002864,0.000000,0.046688,0.004049,0.000074,155
0.001182,0.010425,0.001182,0.002865,0.000000,0.046697,0.004049,0.000074,156
0.001179,0.010446,0.001179,0.002868,0.000000,0.046732,0.004049,0.000074,157
0.001181,0.010428,0.001181,0.002867,0.000000,0.046687,0.004049,0.000074,158
0.001178,0.010402,0.001178,0.002868,0.000000,0.046675,0.004049,0.000074,159
0.001178,0.010417,0.001178,0.002869,0.000000,0.046729,0.004049,0.000074,160
0.001175,0.010388,0.001175,0.002872,0.000000,0.046694,0.004049,0.000074,161
0.001176,0.010386,0.001176,0.002870,0.000000,0.046710,0.004049,0.000074,162
0.001174,0.010380,0.001174,0.002874,0.000000,0.046699,0.004049,0.000074,163
0.001174,0.010368,0.001174,0.002872,0.000000,0.046703,0.004049,0.000074,164
0.001171,0.010356,0.001171,0.002875,0.000000,0.046684,0.004049,0.000074,165
0.001172,0.010338,0.001172,0.002876,0.000000,0.046721,0.004049,0.000074,166
0.001171,0.010336,0.001171,0.002875,0.000000,0.046722,0.004049,0.000074,167
0.001172,0.010343,0.001172,0.002875,0.000000,0.046704,0.004049,0.000074,168
0.001169,0.010306,0.001169,0.002876,0.000000,0.046697,0.004049,0.000074,169
0.001168,0.010316,0.001168,0.002879,0.000000,0.046697,0.004049,0.000074,170
0.001165,0.010292,0.001165,0.002882,0.000000,0.046706,0.004049,0.000070,171
0.001163,0.010259,0.001163,0.002884,0.000000,0.046703,0.004049,0.000070,172
0.001163,0.010250,0.001163,0.002883,0.000000,0.046722,0.004049,0.000070,173
0.001164,0.010280,0.001164,0.002882,0.000000,0.046677,0.004049,0.000070,174
0.001162,0.010278,0.001162,0.002884,0.000000,0.046728,0.004050,0.000070,175
0.001162,0.010246,0.001162,0.002884,0.000000,0.046704,0.004049,0.000070,176
0.001160,0.010231,0.001160,0.002888,0.000000,0.046709,0.004049,0.000070,177
0.001158,0.010224,0.001158,0.002887,0.000000,0.046689,0.004049,0.000070,178
0.001157,0.010191,0.001157,0.002889,0.000000,0.046696,0.004049,0.000070,179
0.001156,0.010190,0.001156,0.002891,0.000000,0.046683,0.004049,0.000070,180
0.001156,0.010204,0.001156,0.002890,0.000000,0.046694,0.004049,0.000070,181
0.001154,0.010197,0.001154,0.002893,0.000000,0.046675,0.004049,0.000070,182
0.001156,0.010201,0.001156,0.002891,0.000000,0.046678,0.004049,0.000070,183
0.001152,0.010154,0.001152,0.002893,0.000000,0.046718,0.004049,0.000070,184
0.001155,0.010199,0.001155,0.002892,0.000000,0.046713,0.004049,0.000070,185
0.001150,0.010167,0.001150,0.002896,0.000000,0.046691,0.004049,0.000070,186
0.001152,0.010181,0.001152,0.002895,0.000000,0.046694,0.004049,0.000070,187
0.001151,0.010149,0.001151,0.002896,0.000000,0.046667,0.004049,0.000070,188
0.001150,0.010129,0.001150,0.002896,0.000000,0.046706,0.004049,0.000070,189
0.001149,0.010143,0.001149,0.002898,0.000000,0.046723,0.004049,0.000070,190
0.001146,0.010092,0.001146,0.002900,0.000000,0.046687,0.004049,0.000066,191
0.001145,0.010130,0.001145,0.002901,0.000000,0.046704,0.004049,0.000066,192
0.001144,0.010114,0.001144,0.002902,0.000000,0.046693,0.004049,0.000066,193
0.001146,0.010123,0.001146,0.002901,0.000000,0.046705,0.004050,0.000066,194
0.001140,0.010033,0.001140,0.002905,0.000000,0.046738,0.004049,0.000066,195
0.001142,0.010053,0.001142,0.002905,0.000000,0.046711,0.004050,0.000066,196
0.001142,0.010046,0.001142,0.002904,0.000000,0.046715,0.004049,0.000066,197
0.001140,0.010051,0.001140,0.002906,0.000000,0.046689,0.004049,0.000066,198
0.001142,0.010060,0.001142,0.002906,0.000000,0.046685,0.004049,0.000066,199
0.001139,0.010058,0.001139,0.002906,0.000000,0.046713,0.004049,0.000066,200
